ENSG	ncbi_geneid	gene	ON_score	PD_log2fc1 (PMID:37347276)	PD_log2fc2 (PMID: 27611585)	PD_log2fc3 (PMID: 33390883)	TWAS	availability_association	Evidence	PD_score	gene2pubmed_score	PMIDs_PD	PMIDs_NCBI
ENSG00000265972	10628	TXNIP	-24	NotFound	0.373247662	NotFound	NotFound	yes	"OpenTargets,PubChem"	11	279	"31939095, 28755477, 34775541, 30799274, 24929105, 34827650, 34348577, 32432571, 35031512, 18069091, 32160394"	"8086474, 9207062, 10419473, 10814541, 11376942, 11753387, 12054598, 12189205, 12386145, 12477932, 12821938, 14632196, 14766217, 15128745, 15136067, 15231748, 15234975, 15489334, 15537450, 15696199, 15705778, 16269462, 16301999, 16344560, 16710414, 16723126, 16766796, 17260951, 17381501, 17472435, 17555594, 17579352, 17603038, 17671698, 17675577, 18062927, 18202760, 18301748, 18376310, 18458340, 18541147, 18793170, 18835792, 18848838, 18974842, 19018770, 19052253, 19214472, 19246513, 19254690, 19322201, 19327827, 19605364, 19619006, 19773351, 19808645, 19847012, 19913121, 20027290, 20068034, 20172870, 20398702, 20558747, 20584310, 20628086, 20656682, 20680488, 20826751, 20844768, 21151022, 21192937, 21271679, 21424732, 21439723, 21448924, 21460850, 21510938, 21543874, 21636804, 21705327, 21771725, 21873635, 21900206, 21908621, 21916829, 21929372, 22113441, 22236479, 22267843, 22450549, 22750447, 22760822, 22768160, 23112551, 23152583, 23291592, 23387972, 23393387, 23453806, 23454121, 23461678, 23519408, 23520550, 23691179, 23803610, 23880345, 24041652, 24198286, 24283717, 24376827, 24389582, 24492284, 24628418, 24645981, 24720336, 24843047, 24878528, 24911120, 24925443, 25332233, 25341426, 25464930, 25605021, 25726203, 25754218, 25812606, 25834832, 25854388, 25870263, 26116899, 26122224, 26147751, 26186194, 26196741, 26465331, 26496610, 26527736, 26643952, 26763822, 26806835, 26858253, 26919541, 27274779, 27381856, 27437069, 27470124, 27497988, 27510506, 27567705, 27762463, 27833015, 27989964, 28029659, 28064010, 28137209, 28243945, 28322443, 28326454, 28440491, 28514442, 28651973, 28694028, 28755477, 28844667, 29077742, 29203232, 29339473, 29378331, 29378950, 29509190, 29524408, 29635000, 29653364, 29852169, 29856480, 29897613, 29934340, 29955142, 29980378, 29999276, 30034557, 30037981, 30103944, 30107520, 30336978, 30390072, 30741672, 30833078, 31043707, 31320475, 31340145, 31468395, 31519581, 31578830, 31615975, 31629934, 31652453, 31669268, 31691802, 31782782, 31804457, 31919985, 32039564, 32056038, 32268136, 32296183, 32356386, 32377695, 32492941, 32511893, 32522049, 32609762, 32639616, 32799209, 32845855, 32901881, 33026112, 33160992, 33190588, 33274003, 33323975, 33360689, 33375816, 33460751, 33481334, 33563583, 33566225, 33612104, 33658012, 33749639, 33775752, 33795533, 33803178, 33896068, 33901495, 33932496, 33961781, 34085839, 34153352, 34318539, 34370159, 34373985, 34418490, 34433833, 34478732, 34547371, 34601333, 34614512, 34645728, 34726138, 34941434, 34968780, 35101541, 35164795, 35240955, 35416731, 35450411, 35471587, 35640677, 35754346, 35811256, 35887091, 35993020, 36059548, 36070438, 36232644, 36316968, 36448450, 36595680, 36604111, 36830671, 36890792, 37038114, 37172394, 37176057, 37534934, 37632267, 37794178, 38169654"
ENSG00000023330	211	ALAS1	24	NotFound	NotFound	-0.4073	NotFound	yes	OpenTargets	1	75	34885088	"2095458, 2263504, 2347585, 3671094, 7698013, 8424176, 11267664, 11566198, 11929042, 11929048, 12433930, 12477932, 12878157, 15028279, 15123725, 15477213, 15489334, 15547665, 15710391, 15797241, 16234850, 16344560, 16730941, 16751776, 17628775, 17672918, 17975826, 18029348, 18719978, 19460752, 19477221, 19656447, 19913121, 20237496, 20628086, 20877624, 21048031, 21516116, 21653829, 21659532, 21873635, 21900206, 21926972, 21988832, 22658674, 23024262, 23974872, 25416956, 25910212, 26058080, 26062020, 26186194, 27107014, 27496948, 28298427, 28514442, 28712724, 28874591, 29568061, 31515488, 31586073, 32270771, 32296183, 32628020, 32814053, 32877691, 33199206, 33637726, 33957083, 33961781, 34079125, 34373451, 34704252, 35256949, 35271311"
ENSG00000100341	150379	PNPLA5	-22	NotFound	-1.310179132	NotFound	NotFound	no	-	0	14	-	"12477932, 14702039, 16799181, 17603008, 19029121, 19390624, 21873635, 24613307, 24847357, 28514442, 31586073, 32296183, 33961781, 35509820"
ENSG00000144908	10840	ALDH1L1	21	-0.438886527	NotFound	NotFound	NotFound	no	-	0	79	-	"2733692, 7972060, 8125298, 10204077, 12065246, 12477932, 12805405, 17111379, 17119116, 17548676, 17891500, 18676680, 18830263, 18848533, 19018242, 19048631, 19056867, 19064578, 19161160, 19170196, 19343046, 19447584, 19625176, 19692168, 19851296, 19913121, 19933275, 19935739, 19936946, 20198315, 20453000, 20498374, 20628086, 20634891, 20729910, 20737570, 20877624, 21215736, 21238436, 21540484, 21779486, 21873635, 21987076, 22039442, 22491060, 22593801, 23376485, 23378610, 23533145, 24324551, 24651765, 24953984, 25077544, 25114248, 26567272, 26871637, 26993122, 27015121, 27384481, 28380382, 28414156, 28514442, 28714006, 29615496, 29791485, 29979702, 30442662, 30575818, 32296183, 32392189, 33660365, 33961781, 34591877, 35460232, 35831314, 35944360, 36114006, 36336972, 37596270"
ENSG00000118785	6696	SPP1	-35	NotFound	0.57900157	NotFound	NotFound	yes	"OpenTargets,PubChem"	33	1174	"17188882, 37058998, 26673877, PMC10123376, 33732138, 23576854, 23692556, 35326480, 29302201, 29026117, 34576163, 22779921, 32784941, 20626561, 17643430, 25636782, 32657030, 31104357, 31057484, 34389792, 35163359, 33637522, 29346446, 28698867, 17213182, 16962083, 15869484, 26627638, 23565338, 12557013, 31205938, 31102570, 24486959"	"1575754, 1729712, 1974876, 2404984, 2726470, 2736258, 2808373, 7522656, 7532190, 7592829, 7665163, 7837791, 7945249, 8195113, 8325891, 8535605, 8560266, 8619474, 8663267, 8835534, 8910476, 9110174, 9547293, 9614184, 10593924, 10657301, 10673366, 10698186, 10747989, 10748043, 10751402, 10766759, 10835423, 11076863, 11162539, 11162551, 11375993, 11696986, 11721059, 11787071, 11801541, 11807984, 11825898, 11854181, 11861425, 11926891, 11928818, 11933203, 11940202, 11968014, 11979972, 12142743, 12377945, 12456016, 12477932, 12506143, 12527107, 12569382, 12606946, 12620651, 12640447, 12650610, 12650611, 12706004, 12761568, 12771144, 12842452, 12847283, 12879219, 12927044, 12928913, 12939547, 12949055, 12952171, 14517343, 14524533, 14534308, 14563350, 14592838, 14704150, 14706653, 14716823, 14988426, 14990565, 14996707, 15003892, 15004750, 15014008, 15019804, 15101999, 15167446, 15389974, 15479859, 15489334, 15489336, 15494684, 15501463, 15516325, 15579312, 15692970, 15696579, 15712659, 15731245, 15742429, 15742430, 15744522, 15761492, 15776015, 15845635, 15855273, 15857938, 15863395, 15868370, 15869464, 15885319, 15949549, 15954903, 15956076, 15970685, 15993098, 15998376, 15998773, 16000556, 16005200, 16009426, 16047475, 16100012, 16136472, 16145474, 16166420, 16169070, 16189514, 16199891, 16204248, 16208410, 16299231, 16303743, 16331611, 16344560, 16373617, 16381901, 16424021, 16428483, 16433860, 16489073, 16502470, 16512757, 16533775, 16571650, 16614705, 16632752, 16633066, 16712791, 16713569, 16720713, 16741188, 16765311, 16786357, 16797773, 16807238, 16807684, 16817793, 16830223, 16880782, 16962083, 17005603, 17022822, 17044113, 17110905, 17130676, 17170369, 17188882, 17189522, 17227585, 17244457, 17245215, 17253181, 17289872, 17316167, 17332338, 17343740, 17360982, 17369493, 17384004, 17418101, 17439891, 17441427, 17444956, 17452979, 17464350, 17482182, 17482311, 17493236, 17496055, 17519954, 17545592, 17548669, 17565744, 17595250, 17620367, 17689681, 17696803, 17706953, 17721886, 17848618, 17852826, 17884775, 17896150, 17898038, 17938278, 17960616, 17987038, 18004082, 18037740, 18048491, 18053633, 18072945, 18079410, 18085382, 18155656, 18158320, 18160829, 18162078, 18167187, 18174176, 18178454, 18181047, 18197854, 18210151, 18210878, 18317949, 18335026, 18353318, 18388057, 18393978, 18396783, 18406574, 18410276, 18413297, 18442196, 18443355, 18459127, 18470911, 18474739, 18480255, 18493866, 18508510, 18524812, 18537194, 18549690, 18549897, 18550471, 18563556, 18593988, 18616394, 18627421, 18629582, 18651220, 18660489, 18670302, 18676742, 18682895, 18694621, 18694758, 18701136, 18722093, 18787423, 18807011, 18949741, 18952835, 18972404, 18996613, 18997126, 19010227, 19010864, 19014781, 19016748, 19017937, 19023151, 19028408, 19048398, 19076536, 19138884, 19184356, 19208558, 19212618, 19217889, 19246678, 19260859, 19281985, 19285028, 19285424, 19285954, 19287188, 19301019, 19337795, 19339987, 19340392, 19346516, 19359522, 19365701, 19366056, 19369471, 19376608, 19399415, 19400906, 19453261, 19475568, 19476604, 19528482, 19538464, 19549529, 19556240, 19562270, 19565503, 19573311, 19581305, 19593583, 19597469, 19601999, 19602039, 19603104, 19609729, 19609945, 19634115, 19638732, 19694703, 19706414, 19720619, 19740309, 19763701, 19767100, 19780053, 19781269, 19783881, 19784742, 19790060, 19798549, 19804447, 19805619, 19806573, 19813107, 19834535, 19850036, 19854170, 19885563, 19887478, 19901966, 19913121, 19948844, 19952401, 20004120, 20007708, 20008129, 20019131, 20019453, 20022267, 20037822, 20038306, 20056178, 20071328, 20074733, 20075512, 20085934, 20086024, 20101228, 20109337, 20131968, 20138033, 20144595, 20146103, 20150368, 20155457, 20207476, 20219412, 20224789, 20349162, 20377868, 20378012, 20384635, 20416077, 20428925, 20453000, 20459645, 20486203, 20495387, 20501415, 20505679, 20511184, 20533542, 20545695, 20549562, 20553297, 20562127, 20576283, 20592361, 20597997, 20598232, 20625700, 20628086, 20628624, 20634891, 20638909, 20659235, 20689445, 20796249, 20819778, 20823889, 20849637, 20851233, 20863582, 20868520, 20874252, 20890897, 20921238, 20935448, 20961744, 20967421, 20967551, 20978319, 21028999, 21034455, 21044748, 21067798, 21071960, 21104439, 21152079, 21165579, 21167394, 21167650, 21174062, 21178099, 21188534, 21190594, 21207061, 21217752, 21247495, 21252118, 21263033, 21272459, 21273567, 21273622, 21290088, 21315424, 21321126, 21343932, 21365018, 21366712, 21374592, 21375772, 21397972, 21440761, 21443102, 21467192, 21469198, 21486700, 21487066, 21487672, 21501293, 21508397, 21512310, 21513757, 21520066, 21521652, 21539822, 21547579, 21556958, 21585607, 21609000, 21616556, 21630219, 21632990, 21645921, 21669963, 21673011, 21703197, 21706367, 21743018, 21763380, 21768699, 21772333, 21785824, 21796134, 21810982, 21822558, 21838826, 21842122, 21853313, 21867616, 21873635, 21900386, 21909361, 21935388, 21953299, 21962803, 21963599, 21968021, 21983451, 21986140, 21988832, 21992455, 22031818, 22037483, 22037626, 22038347, 22039306, 22080623, 22093695, 22096023, 22115341, 22131818, 22158061, 22175901, 22179617, 22186244, 22207105, 22218639, 22219064, 22242114, 22261033, 22329905, 22402440, 22410369, 22421411, 22431140, 22456539, 22458913, 22461132, 22490528, 22492090, 22495819, 22499302, 22510874, 22516995, 22525502, 22530059, 22558919, 22580396, 22582013, 22584029, 22591637, 22611763, 22629140, 22640692, 22658130, 22675553, 22684781, 22699784, 22710694, 22711477, 22730056, 22744661, 22779921, 22784028, 22807608, 22818182, 22835614, 22844418, 22847114, 22855173, 22882568, 22895562, 22918393, 22927944, 22935225, 22960022, 22964303, 22978720, 23008732, 23033660, 23055574, 23064961, 23071279, 23072570, 23074199, 23079960, 23089492, 23097037, 23098767, 23112867, 23117696, 23119061, 23122494, 23132541, 23165334, 23166604, 23203407, 23204518, 23232694, 23235966, 23244138, 23251004, 23263636, 23269624, 23274598, 23284864, 23289928, 23343383, 23352191, 23354516, 23361573, 23373240, 23376485, 23382482, 23388534, 23407481, 23416968, 23426449, 23427088, 23437160, 23441154, 23508392, 23515922, 23533145, 23545719, 23578778, 23589674, 23613225, 23614633, 23619316, 23619422, 23636305, 23652051, 23675517, 23680656, 23692545, 23711950, 23717583, 23726130, 23728336, 23729174, 23764959, 23774402, 23775819, 23784265, 23793814, 23867349, 23875677, 23880208, 23883434, 23891093, 23900428, 23910387, 23952692, 23992637, 23995733, 24005026, 24012693, 24021319, 24065086, 24071501, 24084099, 24084141, 24120738, 24123979, 24126938, 24129963, 24134522, 24140708, 24157812, 24175796, 24188933, 24212839, 24215488, 24217817, 24239954, 24307429, 24327307, 24338767, 24347266, 24355932, 24366422, 24370940, 24400815, 24412090, 24440093, 24448344, 24451146, 24460294, 24464486, 24472267, 24498405, 24548099, 24607407, 24626632, 24674683, 24700685, 24714122, 24718314, 24756245, 24758329, 24803312, 24804200, 24815020, 24816798, 24831687, 24876663, 24913806, 24928493, 24936586, 24947165, 24950303, 24963635, 24969575, 24995304, 25000122, 25007036, 25009290, 25009318, 25046773, 25060796, 25086462, 25089309, 25109745, 25112870, 25116355, 25128758, 25132760, 25133167, 25157961, 25172097, 25176314, 25192720, 25203751, 25241761, 25266800, 25271869, 25277531, 25278703, 25290989, 25322767, 25329616, 25337248, 25378811, 25380749, 25400775, 25405848, 25416631, 25416956, 25419572, 25446551, 25449435, 25450502, 25476005, 25476232, 25479069, 25480426, 25490945, 25531323, 25531371, 25555465, 25578972, 25591760, 25594638, 25595895, 25600648, 25620078, 25625274, 25641372, 25652109, 25658639, 25677682, 25717047, 25730089, 25732057, 25735793, 25749383, 25760884, 25785266, 25796600, 25802196, 25809793, 25824779, 25839998, 25862567, 25862856, 25866117, 25872762, 25875742, 25884485, 25910212, 25936410, 25944164, 25963717, 25972108, 25972323, 25973035, 25973097, 26033745, 26068949, 26091039, 26111529, 26122937, 26201095, 26203933, 26210487, 26234583, 26267616, 26280346, 26330178, 26341976, 26369832, 26381542, 26395740, 26397192, 26411293, 26414945, 26458935, 26479349, 26482249, 26491674, 26514514, 26584547, 26600502, 26634745, 26656246, 26698858, 26701868, 26731746, 26785368, 26811408, 26821678, 26823725, 26824421, 26840958, 26986465, 26997492, 27022226, 27026194, 27050077, 27072251, 27114095, 27126955, 27147244, 27236820, 27270332, 27283399, 27307447, 27312487, 27314293, 27353561, 27400159, 27400751, 27409830, 27422280, 27444202, 27457505, 27487131, 27490454, 27494141, 27498705, 27504516, 27555600, 27557561, 27563812, 27570486, 27599544, 27624849, 27626167, 27634302, 27646775, 27647996, 27664584, 27678100, 27702661, 27739925, 27743892, 27755536, 27760737, 27775439, 27823929, 27863335, 27884786, 27997896, 28005267, 28030801, 28032860, 28049456, 28075446, 28091516, 28095066, 28189149, 28193231, 28202526, 28253271, 28298427, 28376475, 28376477, 28379604, 28403169, 28440483, 28445750, 28476789, 28499311, 28531945, 28590075, 28595270, 28668580, 28680095, 28685609, 28698867, 28711012, 28716167, 28745329, 28754826, 28821297, 28830685, 28849219, 28880752, 28935249, 28962925, 28990744, 29016864, 29061995, 29068597, 29114094, 29120858, 29126984, 29180017, 29196165, 29200898, 29209142, 29235490, 29279263, 29285854, 29308559, 29317141, 29327303, 29346446, 29353454, 29359350, 29385060, 29402664, 29407881, 29415992, 29420252, 29422077, 29424811, 29463954, 29463991, 29504367, 29538412, 29581970, 29634950, 29677209, 29684683, 29693976, 29753515, 29761507, 29770948, 29777408, 29851214, 29871782, 29872149, 29885866, 29916137, 29940774, 29959420, 30001635, 30035656, 30043590, 30064482, 30114399, 30132286, 30146676, 30177680, 30188218, 30215463, 30274371, 30307407, 30350863, 30367545, 30385593, 30387012, 30395540, 30456594, 30535434, 30542698, 30623435, 30626766, 30637455, 30637720, 30639873, 30657542, 30711632, 30727754, 30744522, 30758811, 30775874, 30777930, 30781721, 30832751, 30844659, 30866741, 30893567, 30897778, 30898714, 30914768, 30951532, 30963672, 31017126, 31028902, 31048205, 31074035, 31134896, 31153055, 31157557, 31159229, 31169881, 31183846, 31221805, 31239500, 31295606, 31310926, 31315491, 31318583, 31370709, 31374364, 31387806, 31500540, 31534059, 31642412, 31653686, 31664154, 31678572, 31696937, 31709849, 31792339, 31794728, 31829469, 31849319, 31852298, 31914887, 31954162, 31980649, 32005637, 32032472, 32088853, 32104688, 32109010, 32114371, 32208405, 32214785, 32296183, 32356572, 32362616, 32406547, 32462909, 32503462, 32628487, 32730345, 32759639, 32769629, 32786104, 32805066, 32814053, 32830861, 32842990, 32881660, 32886326, 32909189, 32919020, 32920615, 32921164, 33006711, 33051414, 33052224, 33092550, 33134374, 33144900, 33173383, 33174521, 33175152, 33249095, 33264357, 33345281, 33350314, 33416171, 33422414, 33431898, 33446111, 33597603, 33603163, 33626243, 33647584, 33670031, 33735879, 33813096, 33817720, 33876640, 33914399, 34043476, 34067072, 34070790, 34199409, 34234236, 34237211, 34243624, 34255150, 34289706, 34313836, 34323425, 34356671, 34359989, 34396988, 34418441, 34475044, 34489157, 34546483, 34572536, 34634565, 34721756, 34742229, 34914289, 34918678, 34964160, 34977258, 35010737, 35016690, 35067176, 35182972, 35218609, 35225101, 35235108, 35271951, 35275520, 35286539, 35309360, 35385482, 35418176, 35451082, 35457063, 35460250, 35491469, 35593388, 35644411, 35681502, 35822409, 36011296, 36091936, 36239866, 36305723, 36332325, 36403917, 36463168, 36469154, 36591806, 36646166, 36680394, 36801509, 36804854, 36920269, 36979437, 37058998, 37097499, 37162508, 37192015, 37209968, 37257271, 37318593, 37433400, 37440641, 37491944, 37624696, 37696527, 37773839, 37794779, 37859283, 38039408, 38167532, 38186024, 38217023, 38256074, 38280808"
ENSG00000276168	6029	RN7SL1	-25	-0.247233234	NotFound	NotFound	NotFound	yes	RNAdisease	1	12	27021022	"6084597, 12086622, 12244299, 15667936, 17881443, 18067920, 23221635, 26718402, 28709002, 30165668, 33080218, 35143945"
ENSG00000112796	59084	ENPP5	25	NotFound	-0.720876402	NotFound	NotFound	no	-	0	13	-	"11027689, 12477932, 12975309, 15489334, 17207965, 19490893, 21873635, 28611215, 28898552, 33961781, 35156780, 35914814, 37352273"
ENSG00000205837	400941	LINC00487	-20	NotFound	1.128137025	NotFound	NotFound	no	-	0	0	-	
ENSG00000173110	3310	HSPA6	50	NotFound	1.58868146	NotFound	NotFound	yes	OpenTargets	1	198	36104441	"1346391, 2327978, 3184191, 7545947, 7906708, 8125298, 10413683, 10617616, 10964507, 11932435, 12477932, 12832005, 14702039, 15489334, 16497536, 17110338, 17601350, 17620599, 17643375, 18022941, 18229458, 18247557, 18347947, 18372927, 18579131, 18685789, 18818748, 18850735, 18977241, 19019335, 19074885, 19199708, 19275587, 19287380, 19380743, 19423540, 19527514, 19773279, 19815544, 19875381, 20084477, 20140262, 20348092, 20391533, 20406964, 20438785, 20467437, 20890123, 21044950, 21081503, 21145461, 21231916, 21297633, 21532586, 21565611, 21597468, 21738476, 21763498, 21873635, 21988832, 22190034, 22516433, 22863883, 22939629, 23128233, 23246001, 23438482, 23508102, 23652523, 23703321, 23921388, 24039173, 24061851, 24718257, 24742347, 25036637, 25144556, 25319762, 25324306, 25447897, 25670202, 25798051, 25798074, 25921289, 25957766, 25963833, 26001115, 26170170, 26186194, 26209609, 26460568, 26496610, 26549023, 26638075, 26656590, 26752685, 26826017, 26972000, 27020764, 27025967, 27206651, 27483141, 27527722, 27591049, 27609421, 27880917, 28049024, 28223424, 28443643, 28514442, 28515276, 28902428, 28927264, 29090408, 29228324, 29229926, 29298432, 29467282, 29507755, 29564676, 29568061, 29615496, 29673441, 29735542, 29777862, 29845934, 30021884, 30209976, 30258100, 30277474, 30455355, 30462309, 30591555, 30699358, 30719818, 30804394, 30804502, 30833792, 31059266, 31073040, 31152661, 31180492, 31239290, 31300519, 31501420, 31527615, 31586073, 31659016, 31871319, 31980649, 32296183, 32344865, 32529326, 32723828, 32738194, 32807901, 33080218, 33239621, 33306668, 33417871, 33545068, 33845483, 33957083, 33961781, 33991176, 34185411, 34315543, 34383978, 34428256, 34644545, 34650049, 34709266, 34795231, 35182466, 35256949, 35362267, 35379950, 35446349, 35454081, 35666422, 35676246, 35687106, 35777956, 35831314, 35944360, 36030824, 36042349, 36055981, 36123327, 36215168, 36273042, 36414381, 36424410, 36517590, 36584595, 36927457, 37739270, 37749917"
ENSG00000130822	139728	PNCK	31	-0.348578686	NotFound	NotFound	NotFound	no	-	0	13	-	"8889548, 10673339, 11034105, 12477932, 15489334, 18029348, 18562482, 21325639, 21873635, 23634203, 25773930, 27229929, 33099476"
ENSG00000203814	440689	H2BC18	-20	NotFound	-1.2750109	NotFound	NotFound	no	-	0	59	-	"12408966, 12477932, 12757711, 14702039, 15489334, 16283522, 16307923, 16319397, 16344560, 16710414, 16713563, 16916647, 19056867, 20458337, 21081503, 21630459, 21873635, 22174317, 22623428, 23254330, 23463506, 25659154, 25963833, 26186194, 28225217, 28514442, 28902428, 29478914, 29507755, 29845934, 30021884, 30463901, 30554943, 30575818, 30745168, 31300519, 31980649, 32433965, 32687490, 32698014, 32807901, 32929329, 33080218, 33644029, 33729478, 33961781, 33995658, 34079125, 34185411, 35013218, 35256949, 35562734, 35777956, 36168627, 36215168, 36252997, 36373674, 36560452, 36861887"
ENSG00000169715	4493	MT1E	38	0.636692318	NotFound	NotFound	NotFound	yes	"OpenTargets,PubChem"	14	40	"18992145, 33964119, 11930164, 20110911, 33159932, 21800131, 15511288, 26444951, 25436572, 27829983, 18571301, 24247862, 28478550, 27693415"	"2286373, 2581970, 3856101, 6089206, 6095291, 7932184, 8119276, 8619255, 10774930, 11053642, 11133866, 11168427, 11693492, 12477932, 12539042, 12556398, 14555400, 15489334, 15747776, 16827180, 17207965, 17244347, 18349110, 18724390, 19420986, 20551211, 20848733, 21358552, 21873635, 22843066, 25852190, 26398855, 28538172, 30932010, 31002354, 32296183, 32908313, 32956919, 33961781, 37878528"
ENSG00000112333	7101	NR2E1	-21	NotFound	1.536135482	NotFound	NotFound	yes	OpenTargets	1	60	ppr393667	"2570372, 8047143, 9628820, 11073974, 12079282, 12477932, 14574404, 15123239, 15489334, 16000615, 16344560, 16481466, 17054721, 17655765, 17873065, 18205168, 18391013, 19058789, 19274049, 19555662, 20360385, 20599619, 20814749, 21135096, 21368052, 21873635, 21957244, 22290436, 22675500, 23028043, 23213277, 23510989, 23975195, 24952347, 25327364, 25328137, 25356871, 25557355, 25691470, 25813674, 26059414, 26186194, 26280373, 26554934, 26838672, 26965827, 27048878, 27890558, 28420882, 28473536, 28514442, 29844126, 32721119, 32805587, 33858847, 33961781, 34463725, 35932893, 36321378, 36688959"
